edge,geodesic_distance_km,gh_distance_km,distance_diff_km,distance_pct_change,geodesic_time_min,gh_time_min,time_diff_min,time_pct_change
17031030101->17031030200,1.293104210098428,1.293104210098428,0.0,0.0,2.586208420196856,2.586208420196856,0.0,0.0
17031030101->17031030702,1.6411766975050737,1.6411766975050737,0.0,0.0,3.2823533950101473,3.2823533950101473,0.0,0.0
17031030101->17031010400,1.8675722324818993,1.8675722324818993,0.0,0.0,3.7351444649637986,3.7351444649637986,0.0,0.0
17031030101->17031010503,1.6480453145814398,1.6480453145814398,0.0,0.0,3.2960906291628795,3.2960906291628795,0.0,0.0
17031841900->17031833300,0.8444168355238063,0.8444168355238063,0.0,0.0,1.6888336710476126,1.6888336710476126,0.0,0.0
17031841900->17031283800,1.2436219568252749,1.2436219568252749,0.0,0.0,2.4872439136505498,2.4872439136505498,0.0,0.0
17031841900->17031281900,1.45835929456193,1.45835929456193,0.0,0.0,2.91671858912386,2.91671858912386,0.0,0.0
17031841900->17031833100,1.7580021206035992,1.7580021206035992,0.0,0.0,3.5160042412071983,3.5160042412071983,0.0,0.0
17031841900->17031310300,1.9617308104958113,1.9617308104958113,0.0,0.0,3.923461620991623,3.923461620991623,0.0,0.0
17031841900->17031283200,1.5300924396206455,1.5300924396206455,0.0,0.0,3.060184879241291,3.060184879241291,0.0,0.0
17031841900->17031310400,2.0060995661338406,2.0060995661338406,0.0,0.0,4.012199132267681,4.012199132267681,0.0,0.0
17031841900->17031310200,2.1218148629793565,2.1218148629793565,0.0,0.0,4.243629725958713,4.243629725958713,0.0,0.0
17031841900->17031843200,2.163322297381636,2.163322297381636,0.0,0.0,4.326644594763272,4.326644594763272,0.0,0.0
17031841900->17031839000,1.8427029971386075,1.8427029971386075,0.0,0.0,3.685405994277215,3.685405994277215,0.0,0.0
17031841900->17031320600,2.3674137427238997,2.3674137427238997,0.0,0.0,4.734827485447799,4.734827485447799,0.0,0.0
17031430600->17031430800,0.7176722605932687,0.7176722605932687,0.0,0.0,1.4353445211865374,1.4353445211865374,0.0,0.0
17031430600->17031430102,0.7515049390306877,0.7515049390306877,0.0,0.0,1.5030098780613754,1.5030098780613754,0.0,0.0
17031430600->17031430500,1.149903965363676,1.149903965363676,0.0,0.0,2.299807930727352,2.299807930727352,0.0,0.0
17031430600->17031843900,1.0880888138568061,1.0880888138568061,0.0,0.0,2.1761776277136122,2.1761776277136122,0.0,0.0
17031430600->17031430101,1.2404965641727002,1.2404965641727002,0.0,0.0,2.4809931283454003,2.4809931283454003,0.0,0.0
17031430600->17031431200,1.552169529154299,1.552169529154299,0.0,0.0,3.104339058308598,3.104339058308598,0.0,0.0
17031430600->17031430700,1.296858775600064,1.296858775600064,0.0,0.0,2.593717551200128,2.593717551200128,0.0,0.0
17031430600->17031430200,1.4123039489347435,1.4123039489347435,0.0,0.0,2.824607897869487,2.824607897869487,0.0,0.0
17031430600->17031430900,1.7134698032076947,1.7134698032076947,0.0,0.0,3.4269396064153894,3.4269396064153894,0.0,0.0
17031430600->17031431302,1.8618815624760845,1.8618815624760845,0.0,0.0,3.723763124952169,3.723763124952169,0.0,0.0
17031430600->17031430400,1.915607217027193,1.915607217027193,0.0,0.0,3.831214434054386,3.831214434054386,0.0,0.0
17031430600->17031460400,2.3320216503935614,2.3320216503935614,0.0,0.0,4.664043300787123,4.664043300787123,0.0,0.0
17031430600->17031460500,2.385746646080174,2.385746646080174,0.0,0.0,4.771493292160348,4.771493292160348,0.0,0.0
17031430600->17031431400,1.8036600902780695,1.8036600902780695,0.0,0.0,3.607320180556139,3.607320180556139,0.0,0.0
17031100200->17031090300,0.8674558156906649,0.8674558156906649,0.0,0.0,1.7349116313813298,1.7349116313813298,0.0,0.0
17031100200->17031100300,1.242583489662863,1.242583489662863,0.0,0.0,2.485166979325726,2.485166979325726,0.0,0.0
17031100200->17031090200,1.514720537006255,1.514720537006255,0.0,0.0,3.02944107401251,3.02944107401251,0.0,0.0
17031100200->17031100100,2.043273708363704,2.043273708363704,0.0,0.0,4.086547416727408,4.086547416727408,0.0,0.0
17031100200->17031100600,2.782356700966466,2.782356700966466,0.0,0.0,5.564713401932932,5.564713401932932,0.0,0.0
17031100200->17031100400,2.3654058907059445,2.3654058907059445,0.0,0.0,4.730811781411889,4.730811781411889,0.0,0.0
17031100200->17031090100,3.6302057645078136,3.6302057645078136,0.0,0.0,7.260411529015627,7.260411529015627,0.0,0.0
17031100200->17031100700,3.85455964234926,3.85455964234926,0.0,0.0,7.709119284698521,7.709119284698521,0.0,0.0
17031100200->17031120100,3.1290536588978353,3.1290536588978353,0.0,0.0,6.2581073177956705,6.2581073177956705,0.0,0.0
17031100200->17031808100,3.595404616977194,3.595404616977194,0.0,0.0,7.190809233954388,7.190809233954388,0.0,0.0
17031100200->17031805502,4.264343076739792,4.264343076739792,0.0,0.0,8.528686153479583,8.528686153479583,0.0,0.0
17031840400->17031600700,1.3377121104245295,1.3377121104245295,0.0,0.0,2.675424220849059,2.675424220849059,0.0,0.0
17031840400->17031590700,1.4030460132893467,1.4030460132893467,0.0,0.0,2.8060920265786935,2.8060920265786935,0.0,0.0
17031840400->17031590600,1.6060059777451199,1.6060059777451199,0.0,0.0,3.2120119554902398,3.2120119554902398,0.0,0.0
17031840400->17031590500,1.7850426402890234,1.7850426402890234,0.0,0.0,3.5700852805780467,3.5700852805780467,0.0,0.0
17031840400->17031839700,1.789287237483289,1.789287237483289,0.0,0.0,3.578574474966578,3.578574474966578,0.0,0.0
17031840400->17031600900,1.8183595979667069,1.8183595979667069,0.0,0.0,3.6367191959334138,3.6367191959334138,0.0,0.0
17031840400->17031600600,1.9429558351233016,1.9429558351233016,0.0,0.0,3.8859116702466032,3.8859116702466032,0.0,0.0
17031840400->17031840300,1.9027406073158715,1.9027406073158715,0.0,0.0,3.805481214631743,3.805481214631743,0.0,0.0
17031840400->17031841300,2.5550899279848447,2.5550899279848447,0.0,0.0,5.110179855969689,5.110179855969689,0.0,0.0
17031840400->17031840200,2.57413803116719,2.57413803116719,0.0,0.0,5.14827606233438,5.14827606233438,0.0,0.0
17031330100->17031330200,0.9273935771399916,0.9273935771399916,0.0,0.0,1.8547871542799832,1.8547871542799832,0.0,0.0
17031330100->17031320600,1.5756844665899237,1.5756844665899237,0.0,0.0,3.1513689331798473,3.1513689331798473,0.0,0.0
17031330100->17031841000,1.660649012063923,1.660649012063923,0.0,0.0,3.321298024127846,3.321298024127846,0.0,0.0
17031330100->17031839000,1.8173659015862804,1.8173659015862804,0.0,0.0,3.634731803172561,3.634731803172561,0.0,0.0
17031330100->17031841100,1.810239816695324,1.810239816695324,0.0,0.0,3.620479633390648,3.620479633390648,0.0,0.0
17031330100->17031839200,2.831975078904224,2.831975078904224,0.0,0.0,5.663950157808448,5.663950157808448,0.0,0.0
17031330100->17031320400,2.8647951909720812,2.8647951909720812,0.0,0.0,5.7295903819441625,5.7295903819441625,0.0,0.0
17031330100->17031350400,3.043099336581765,3.043099336581765,0.0,0.0,6.08619867316353,6.08619867316353,0.0,0.0
17031330100->17031350100,3.13700305070004,3.13700305070004,0.0,0.0,6.27400610140008,6.27400610140008,0.0,0.0
17031330100->17031843200,2.5608677679671117,2.5608677679671117,0.0,0.0,5.121735535934223,5.121735535934223,0.0,0.0
17031842300->17031242000,1.0383121389519194,1.0383121389519194,0.0,0.0,2.076624277903839,2.076624277903839,0.0,0.0
17031842300->17031243400,1.4411513799036495,1.4411513799036495,0.0,0.0,2.882302759807299,2.882302759807299,0.0,0.0
